tconst	ordering	nconst	category	job	characters
tt0003623	4	nm0679170	actor	\N	\N
tt0003623	5	nm0865601	director	\N	\N
tt0003624	1	nm0614879	actor	\N	\N
tt0003624	2	nm0153713	actor	\N	\N
tt0003624	3	nm0174682	actor	\N	\N
tt0003624	4	nm0820607	actor	\N	\N
tt0003624	5	nm0838843	actor	\N	\N
tt0003624	6	nm0153713	director	\N	\N
tt0003624	7	nm0784407	producer	producer	\N
tt0003625	1	nm0314567	actress	\N	"[""Anna Karenina""]"
tt0003625	2	nm0789401	actor	\N	"[""Karenin""]"
tt0003625	3	nm0848483	actor	\N	"[""Vronsky""]"
tt0003625	4	nm0053031	actress	\N	"[""Kittie""]"
tt0003625	5	nm0643442	actor	\N	"[""Levin""]"
tt0003625	6	nm0476936	actor	\N	"[""Stiva Oblonsky""]"
tt0003625	7	nm0604365	actress	\N	"[""Dolly""]"
tt0003625	8	nm0451762	actress	\N	"[""Italian wet-nurse""]"
tt0003625	9	nm0306723	director	\N	\N
tt0003625	10	nm0306723	writer	\N	\N
tt0003625	11	nm0866243	writer	novel	\N
tt0003625	12	nm0506193	cinematographer	\N	\N
tt0003625	13	nm0754766	production_designer	\N	\N
tt0003626	1	nm0523229	actor	\N	"[""Mason""]"
tt0003626	2	nm0187981	actor	\N	"[""The Tramp""]"
tt0003626	3	nm0017488	actress	\N	"[""Mrs. Mason""]"
tt0003626	4	nm0717468	actor	\N	"[""Detective Flynn""]"
tt0003626	5	nm0934232	actor	\N	\N
tt0003626	6	nm0822554	actor	\N	\N
tt0003626	7	nm0187981	director	\N	\N
tt0003626	8	nm0717281	writer	\N	\N
tt0003627	1	nm0926190	director	\N	\N
tt0003627	2	nm0926190	writer	\N	\N
tt0003627	3	nm0002615	producer	producer	\N
tt0003628	1	nm0169871	director	\N	\N
tt0003628	2	nm0169871	writer	\N	\N
tt0003629	1	nm0720862	director	\N	\N
tt0003630	1	nm0638929	actor	\N	"[""Jack""]"
tt0003630	2	nm2323467	actress	\N	"[""Mary kisasszony""]"
tt0003630	3	nm8425234	actress	\N	"[""Minnie""]"
tt0003630	4	nm8425236	actress	\N	"[""Fanny, Minnie anyja""]"
tt0003630	5	nm1125881	actress	\N	"[""Mrs. Strawberry, Mary kisasszony gazdaasszonya""]"
tt0003630	6	nm8425235	actress	\N	"[""A korcsmáros lánya""]"
tt0003630	7	nm8425237	actor	\N	"[""Aranyásó""]"
tt0003630	8	nm8425238	actor	\N	"[""Aranyásó""]"
tt0003630	9	nm8425239	actor	\N	\N
tt0003630	10	nm4117085	actress	\N	\N
tt0003630	11	nm0002031	director	director	\N
tt0003630	12	nm0366610	writer	novel	\N
tt0003630	13	nm0597175	writer	\N	\N
tt0003630	14	nm8425238	producer	producer	\N
tt0003630	15	nm8425237	producer	producer	\N
tt0003630	16	nm1132546	composer	\N	\N
tt0003630	17	nm0880143	cinematographer	\N	\N
tt0003631	1	nm0694362	actor	\N	"[""Jefferson Stockton""]"
tt0003631	2	nm0804388	actress	\N	"[""Diana Stockton""]"
tt0003631	3	nm0562860	actress	\N	"[""Virginia Stockton""]"
tt0003631	4	nm0393818	actor	\N	"[""Prince Emil von Haldenwald""]"
tt0003631	5	nm0914003	actress	\N	"[""Mrs. Lawrence""]"
tt0003631	6	nm0741830	actor	\N	"[""Stuyvesant Lawrence""]"
tt0003631	7	nm0373614	director	director	\N
tt0003631	8	nm0397167	writer	play	\N
tt0003632	1	nm0603803	actress	\N	\N
tt0003632	2	nm0417837	actor	\N	\N
tt0003632	3	nm0519765	actor	\N	\N
tt0003632	4	nm0030742	actor	\N	\N
tt0003632	5	nm0475470	actress	\N	\N
tt0003632	6	nm0074112	director	\N	\N
tt0003632	7	nm0927468	director	\N	\N
tt0003632	8	nm0074112	writer	\N	\N
tt0003632	9	nm0202264	writer	novel	\N
tt0003632	10	nm0927468	writer	\N	\N
tt0003632	11	nm0582268	producer	producer	\N
tt0003632	12	nm0005713	cinematographer	\N	\N
tt0003633	1	nm0717468	actor	\N	"[""Sullivan""]"
tt0003633	2	nm0321088	actress	\N	\N
tt0003633	3	nm0447043	actor	\N	\N
tt0003633	4	nm0523207	actor	\N	\N
tt0003633	5	nm0310844	actor	\N	\N
tt0003633	6	nm0127511	director	\N	\N
tt0003633	7	nm0929147	writer	\N	\N
tt0003634	1	nm0103567	actress	\N	"[""Dora Leland""]"
tt0003634	2	nm0279227	actor	\N	"[""Frank St. John""]"
tt0003634	3	nm0533764	actor	\N	"[""Rev. John St. John""]"
tt0003634	4	nm0461438	actress	\N	"[""Mrs. St. John""]"
tt0003634	5	nm0921938	actress	\N	"[""Belle St. John""]"
tt0003634	6	nm0385686	actor	\N	"[""Luther Ludlam""]"
tt0003634	7	nm0607864	actor	\N	"[""Steven Stetson""]"
tt0003634	8	nm0608971	actor	\N	"[""Rev. H. Brice""]"
tt0003634	9	nm0242243	actor	\N	"[""Alfred Mason""]"
tt0003634	10	nm0186345	director	director	\N
tt0003634	11	nm0811489	writer	play	\N
tt0003635	1	nm0124279	actor	\N	"[""Fred Willard""]"
tt0003635	2	nm0832267	actress	\N	"[""Zalata""]"
tt0003635	3	nm0130797	actor	\N	"[""Charles Donald - Unknown Admirer""]"
tt0003635	4	nm0913341	actor	\N	"[""Ray Norton""]"
tt0003635	5	nm0392015	actor	\N	"[""The Judge""]"
tt0003635	6	nm0173875	actor	\N	"[""Charles Donald""]"
tt0003635	7	nm0241838	actress	\N	"[""Dick's Mother""]"
tt0003636	1	nm0456804	actor	\N	"[""Doc Watkins - the Gambler""]"
tt0003636	2	nm0842239	actress	\N	"[""Connie - the Gambler's Wife""]"
tt0003636	3	nm0187981	actor	\N	\N
tt0003636	4	nm0910400	actor	\N	\N
tt0003636	5	nm0456804	director	\N	\N
tt0003636	6	nm0940488	writer	\N	\N
tt0003637	1	nm0078116	actress	\N	"[""Assunta Spina""]"
tt0003637	2	nm0784988	actor	\N	"[""Michele Boccadifuoco""]"
tt0003637	3	nm0070959	actor	\N	"[""Don Federigo Funelli""]"
tt0003637	4	nm0016697	actor	\N	"[""Raffaele""]"
tt0003637	5	nm0162638	actress	\N	"[""Peppina""]"
tt0003637	6	nm0189970	actor	\N	"[""Assunta's Father""]"
tt0003637	7	nm0172822	actor	\N	"[""Officer""]"
tt0003637	8	nm0016688	actor	\N	\N
tt0003637	9	nm0078116	director	\N	\N
tt0003637	10	nm0784988	director	\N	\N
tt0003637	11	nm0223865	writer	novel	\N
tt0003637	12	nm0078116	writer	\N	\N
tt0003637	13	nm0784988	writer	\N	\N
tt0003637	14	nm0053119	producer	producer	\N
tt0003637	15	nm0141399	cinematographer	\N	\N
tt0003637	16	nm0544480	production_designer	\N	\N
tt0003638	1	nm0797094	actor	\N	"[""Sykes""]"
tt0003638	2	nm0921940	actress	\N	"[""The Filipino Maid""]"
tt0003638	3	nm0717468	actor	\N	"[""The Lieutenant""]"
tt0003638	4	nm0523229	actor	\N	"[""The Sergeant""]"
tt0003638	5	nm0026526	actress	\N	"[""The American Heiress""]"
tt0003638	6	nm0247083	actor	\N	\N
tt0003638	7	nm0122668	actor	\N	\N
tt0003638	8	nm0086632	actress	\N	\N
tt0003638	9	nm0187981	director	\N	\N
tt0003638	10	nm0717281	writer	\N	\N
tt0003639	1	nm0930564	actress	\N	"[""Parepa Mendoza""]"
tt0003639	2	nm0285834	actress	\N	"[""Annabelle Thornton""]"
tt0003639	3	nm0733483	actress	\N	"[""Eliza Morton""]"
tt0003639	4	nm0607074	actor	\N	"[""Dayton Thornton""]"
tt0003639	5	nm0552765	actor	\N	"[""Colonel Kerr""]"
tt0003639	6	nm0213108	actor	\N	"[""James Martin""]"
tt0003639	7	nm0519694	actress	\N	"[""Menda Mendoza""]"
tt0003639	8	nm0330273	actor	\N	"[""Stanton Thornton""]"
tt0003639	9	nm0677137	actor	\N	"[""Tom Martin""]"
tt0003639	10	nm0834177	actor	\N	"[""Tom Johnson""]"
tt0003639	11	nm0213108	director	\N	\N
tt0003639	12	nm0014840	writer	adaptation	\N
tt0003639	13	nm0213108	writer	story	\N
tt0003639	14	nm0717281	writer	"play ""At the Old Cross Roads"""	\N
tt0003640	1	nm0516974	actor	\N	"[""Bates, a Teller""]"
tt0003640	2	nm0653253	actor	\N	"[""Mr. Hutchinson, the Bank President""]"
tt0003640	3	nm0139356	actor	\N	"[""James Brace, a Detective""]"
tt0003640	4	nm0086666	actress	\N	"[""Mrs. Castle""]"
tt0003640	5	nm0478893	actress	\N	"[""Little Mary Castle""]"
tt0003640	6	nm0394399	director	\N	\N
tt0003640	7	nm0394399	writer	\N	\N
tt0003640	8	nm0783152	producer	producer	\N
tt0003641	1	nm0237713	actor	\N	"[""Henry Honeypet""]"
tt0003641	2	nm0237693	actress	\N	"[""Mrs. Honeypet""]"
tt0003641	3	nm0497243	actress	\N	"[""Auntie Flora""]"
tt0003641	4	nm0048478	director	\N	\N
tt0003641	5	nm1628363	writer	\N	\N
tt0003641	6	nm0237713	producer	producer	\N
tt0003642	1	nm0321088	actress	\N	"[""May Rock""]"
tt0003642	2	nm0909825	actor	\N	"[""The Doctor""]"
tt0003642	3	nm0014894	actor	\N	"[""William Rock""]"
tt0003642	4	nm0122590	actor	\N	\N
tt0003642	5	nm0565187	actor	\N	\N
tt0003642	6	nm0187981	director	\N	\N
tt0003642	7	nm0791386	writer	\N	\N
tt0003643	1	nm0910400	actor	\N	"[""The Nephew""]"
tt0003643	2	nm0014894	actor	\N	"[""The Uncle""]"
tt0003643	3	nm0842239	actress	\N	"[""Anabel - The Nephew's Sweetheart""]"
tt0003643	4	nm0797094	actor	\N	"[""The Italian""]"
tt0003643	5	nm0507635	actor	\N	"[""The Detective""]"
tt0003643	6	nm0550615	actress	\N	"[""The Maid""]"
tt0003643	7	nm0366008	actor	\N	"[""The Grocery Boy""]"
tt0003643	8	nm0073239	actor	\N	"[""The Detective and Pan""]"
tt0003643	9	nm0189684	actress	\N	"[""The Sweetheart's Mother""]"
tt0003643	10	nm0519227	actor	\N	"[""The Detective""]"
tt0003643	11	nm0000428	director	\N	\N
tt0003643	12	nm0000590	writer	stories The Pit and the Pendulum, The Tell-Tale Heart	\N
tt0003643	13	nm0000428	writer	\N	\N
tt0003643	14	nm0000428	producer	producer	\N
tt0003644	1	nm0668310	actor	\N	"[""Paul Koffman""]"
tt0003644	2	nm0397525	actor	\N	\N
tt0003644	3	nm0130791	director	\N	\N
tt0003645	1	nm0717468	actor	\N	"[""Father""]"
tt0003645	2	nm0086632	actress	\N	"[""Mother""]"
tt0003645	3	nm0452587	actress	\N	"[""Baby""]"
tt0003645	4	nm0073239	director	director	\N
tt0003646	1	nm0014680	actor	\N	"[""Henry Norman""]"
tt0003646	2	nm0517613	actress	\N	"[""Mabel Howard""]"
tt0003646	3	nm0728876	actress	\N	\N
tt0003646	4	nm0250034	actor	\N	\N
tt0003646	5	nm4785256	actor	\N	\N
tt0003646	6	nm0875869	director	\N	\N
tt0003646	7	nm0581683	writer	\N	\N
tt0003647	1	nm0784407	actor	\N	"[""Mack""]"
tt0003647	2	nm0635667	actress	\N	"[""Mabel""]"
tt0003647	3	nm0784407	director	\N	\N
tt0003647	4	nm0784407	producer	producer	\N
tt0003648	1	nm0829171	actress	\N	"[""Bessie Williams, Manicurist""]"
tt0003648	2	nm0511100	actor	\N	"[""E.A. Cash, Millionaire""]"
tt0003648	3	nm0355111	actor	\N	"[""Cash's Secretary""]"
tt0003648	4	nm0725021	actor	\N	\N
tt0003648	5	nm0330352	actress	\N	\N
tt0003648	6	nm0408433	director	\N	\N
tt0003648	7	nm0156318	writer	story	\N
tt0003648	8	nm0408433	writer	\N	\N
tt0003649	1	nm0001316	actor	\N	"[""Tom""]"
tt0003649	2	nm0870493	actor	\N	"[""Bob""]"
tt0003649	3	nm0126425	actor	\N	"[""Mr. Cassett""]"
tt0003649	4	nm0929608	actress	\N	"[""Auntie""]"
tt0003649	5	nm0656727	actress	\N	"[""Mrs. Cassett""]"
tt0003649	6	nm6955979	director	\N	\N
tt0003649	7	nm6955979	writer	\N	\N
tt0003649	8	nm0002615	producer	producer	\N
tt0003650	1	nm0321088	actress	\N	"[""The Ranchman's Daughter""]"
tt0003650	2	nm0069327	actor	\N	"[""The Count""]"
tt0003650	3	nm0114914	actor	\N	"[""The Ranchman""]"
tt0003650	4	nm0639631	director	\N	\N
tt0003651	1	nm0079813	actor	\N	"[""Gregoire - fabrikant""]"
tt0003651	2	nm0119164	actress	\N	"[""Lola - Gregoires kone""]"
tt0003651	3	nm0558410	actress	\N	"[""Sylvia -skuespillerinde""]"
tt0003651	4	nm1267460	actor	\N	"[""Baron Plessen""]"
tt0003651	5	nm0088618	writer	\N	\N
tt0003651	6	nm0251442	cinematographer	\N	\N
tt0003652	1	nm0524306	actor	\N	"[""Baffles""]"
tt0003652	2	nm0827509	actor	\N	"[""Schneizel""]"
tt0003652	3	nm3989506	actress	\N	"[""The Girl""]"
tt0003652	4	nm0920323	actress	\N	"[""The Old Woman""]"
tt0003652	5	nm0629589	actor	\N	"[""Chief of Police""]"
tt0003652	6	nm0499883	director	\N	\N
tt0003652	7	nm0784407	producer	producer	\N
tt0003653	1	nm0000779	actor	\N	\N
tt0003653	2	nm0174682	actor	\N	"[""The Baggage Smasher""]"
tt0003653	3	nm0036380	actress	\N	\N
tt0003653	4	nm0784407	producer	producer	\N
tt0003654	1	nm5072333	writer	written by	\N
tt0003654	2	nm5072677	producer	producer	\N
tt0003654	3	nm5072333	producer	producer	\N
tt0003655	1	nm0479034	actress	\N	"[""Lillian Westbrook""]"
tt0003655	2	nm0867469	actor	\N	"[""Lawrence Westbrook""]"
tt0003655	3	nm0908390	actor	\N	"[""John Strebelow""]"
tt0003655	4	nm0819793	actor	\N	"[""Count de Carojac""]"
tt0003655	5	nm0047534	actor	\N	"[""Harold Routledge""]"
tt0003655	6	nm0047333	actor	\N	"[""George Washington Phipps""]"
tt0003655	7	nm0680394	actress	\N	"[""Florence St. Vincent""]"
tt0003655	8	nm0049951	actress	\N	"[""Aunt Fanny Holbrook""]"
tt0003655	9	nm0706039	actress	\N	"[""Natalie Strebelow""]"
tt0003655	10	nm0733485	actor	\N	"[""Mr. Brown""]"
tt0003655	11	nm0352726	director	\N	\N
tt0003655	12	nm0743047	director	\N	\N
tt0003655	13	nm0397167	writer	adaptation	\N
tt0003655	14	nm0229900	cinematographer	cinematographer	\N
tt0003656	1	nm0601962	actor	\N	"[""Rives - the Artist""]"
tt0003656	2	nm0183994	actress	\N	"[""Frances - the Barefoot Boy""]"
tt0003656	3	nm0391220	actress	\N	"[""Eleanor Hastings - the Mother""]"
tt0003656	4	nm0908154	actor	\N	"[""Walter Hastings - the Father""]"
tt0003656	5	nm0533539	actor	\N	"[""Weir - the Surveyer""]"
tt0003656	6	nm0512164	actress	\N	"[""Mrs. Weir""]"
tt0003656	7	nm0587754	actor	\N	"[""Hastings' Chum""]"
tt0003656	8	nm0897085	director	\N	\N
tt0003656	9	nm0111531	writer	\N	\N
tt0003656	10	nm0897085	writer	\N	\N
tt0003657	1	nm0366586	actor	\N	"[""Jim Stokes""]"
tt0003657	2	nm0121706	actor	\N	"[""Sheriff Bud Walsh""]"
tt0003657	3	nm0930290	actress	\N	"[""Nell Brent""]"
tt0003657	4	nm0792727	actor	\N	"[""Phil Brent""]"
tt0003657	5	nm0235848	actor	\N	"[""Rev. Joshua Wilkes""]"
tt0003657	6	nm0294058	actor	\N	"[""Bartender""]"
tt0003657	7	nm1287490	actor	\N	"[""Fritz the Horse""]"
tt0003657	8	nm0481764	actor	\N	"[""Miner""]"
tt0003657	9	nm0562197	actor	\N	"[""Gambler""]"
tt0003657	10	nm0842521	actor	\N	"[""Miner""]"
tt0003657	11	nm0054977	director	\N	\N
tt0003657	12	nm0166693	writer	scenario	\N
tt0003657	13	nm0408436	writer	scenario	\N
tt0003657	14	nm0818080	writer	story	\N
tt0003657	15	nm0408436	producer	producer	\N
tt0003657	16	nm0627877	cinematographer	\N	\N
tt0003658	1	nm0000779	actor	\N	"[""The Cop""]"
tt0003658	2	nm0000779	director	\N	\N
tt0003658	3	nm0784407	producer	producer	\N
tt0003659	1	nm0166958	actor	\N	"[""Steve Hill - a Mountaineer""]"
tt0003659	2	nm0756814	actress	\N	"[""Nancy Ferris - Steve's Daughter""]"
tt0003659	3	nm0403636	actor	\N	"[""Jim Ferris - Nancy's Husband""]"
tt0003659	4	nm0725889	actress	\N	"[""Jess Ferris - the Daughter""]"
tt0003659	5	nm0577654	actor	\N	"[""Calvin Freeman - a Young Surgeon""]"
tt0003659	6	nm0938059	actress	\N	"[""Mrs. Marshall - Calvin's Widowed Sister""]"
tt0003659	7	nm0512796	actor	\N	"[""Dr. North""]"
tt0003659	8	nm0922396	actor	\N	"[""John Temple - a Circuit Rider""]"
tt0003659	9	nm0577654	director	\N	\N
tt0003659	10	nm1656292	writer	story	\N
tt0003660	1	nm0694631	actor	\N	"[""Eric Larne, the fiancé""]"
tt0003660	2	nm0851953	actress	\N	"[""Freda Hampton, the Beautiful Woman""]"
tt0003660	3	nm0271659	actor	\N	"[""Basil Reska, the Mesmerist""]"
tt0003660	4	nm0924613	actress	\N	\N
tt0003660	5	nm0607951	actor	\N	\N
tt0003660	6	nm0378408	director	\N	\N
tt0003660	7	nm0378408	writer	\N	\N
tt0003660	8	nm0378408	producer	producer	\N
tt0003660	9	nm0378408	cinematographer	\N	\N
tt0003661	1	nm0169871	director	\N	\N
tt0003661	2	nm0169871	writer	\N	\N
tt0003662	1	nm0550615	actress	\N	"[""Sally Cameron - the First Waif""]"
tt0003662	2	nm1266374	actress	\N	"[""The Second Waif""]"
tt0003662	3	nm0656425	actor	\N	"[""The Waifs' Uncle""]"
tt0003662	4	nm0366008	actor	\N	"[""The Young Father""]"
tt0003662	5	nm0001273	actress	\N	"[""Melissa Harlow""]"
tt0003662	6	nm0537556	actor	\N	"[""The Ranch Owner""]"
tt0003662	7	nm0141035	actor	\N	"[""The Mexican""]"
tt0003662	8	nm0649211	actor	\N	"[""The Indian Chief""]"
tt0003662	9	nm0910400	actor	\N	"[""The Indian Chief's Son""]"
tt0003662	10	nm0567532	actor	\N	"[""The Waifs' Guardian""]"
tt0003662	11	nm0000428	director	\N	\N
tt0003662	12	nm0000428	writer	writer	\N
tt0003662	13	nm0680450	writer	writer	\N
tt0003662	14	nm0005658	cinematographer	\N	\N
tt0003663	1	nm0276165	actor	\N	"[""Colonel Furioso""]"
tt0003663	2	nm0276165	director	\N	\N
tt0003663	3	nm0002615	producer	producer	\N
tt0003664	1	nm0124279	actor	\N	"[""Arthur Chandler""]"
tt0003664	2	nm0832267	actress	\N	"[""Bessie Wells""]"
tt0003664	3	nm0392015	actor	\N	"[""John Wells""]"
tt0003664	4	nm0173875	actor	\N	"[""Ezra Chandler""]"
tt0003664	5	nm0237682	actress	\N	"[""Vivian LaMar""]"
tt0003664	6	nm0242349	actor	\N	"[""Jack Sanford""]"
tt0003664	7	nm0241838	actress	\N	"[""Mrs. Wells""]"
tt0003664	8	nm0925118	actor	\N	"[""Kirby""]"
tt0003664	9	nm0940425	writer	story	\N
tt0003665	1	nm0187981	actor	\N	"[""Frank Andrews""]"
tt0003665	2	nm0001273	actress	\N	"[""Jane Andrews - the Daughter""]"
tt0003665	3	nm0366008	actor	\N	"[""John Andrews - the Son""]"
tt0003665	4	nm0017488	actress	\N	"[""Mrs. Frank Andrews""]"
tt0003665	5	nm0601698	actor	\N	"[""Cleo's Lover""]"
tt0003665	6	nm0863863	actress	\N	"[""Cleo - the Siren""]"
tt0003665	7	nm0493073	actor	\N	\N
tt0003665	8	nm0884388	actor	\N	"[""Dance Extra""]"
tt0003665	9	nm0000428	director	\N	\N
tt0003665	10	nm0329039	writer	"novel ""The Single Standard"""	\N
tt0003665	11	nm0005658	cinematographer	\N	\N
tt0003666	1	nm0601962	actor	\N	"[""James Melford - the Beast - the Husband""]"
tt0003666	2	nm0431484	actress	\N	"[""Edith Melford - the Wife""]"
tt0003666	3	nm0119138	actor	\N	"[""Brooks - the Butler""]"
tt0003666	4	nm0183994	actress	\N	"[""Marie - the Maid""]"
tt0003666	5	nm0119138	director	\N	\N
tt0003666	6	nm0897085	writer	\N	\N
tt0003667	1	nm0657874	actor	\N	"[""John Joyce""]"
tt0003667	2	nm0208659	actor	\N	"[""Sam Greening""]"
tt0003667	3	nm0357590	actor	\N	"[""Bruce - The Cub Reporter""]"
tt0003667	4	nm0082537	actress	\N	"[""Helen Lister""]"
tt0003667	5	nm0122581	actress	\N	\N
tt0003667	6	nm0122896	actress	\N	\N
tt0003667	7	nm0012317	director	\N	\N
tt0003667	8	nm0066332	writer	story	\N
tt0003668	1	nm0421104	actor	\N	"[""Al Jennings""]"
tt0003668	2	nm0287854	actor	\N	"[""Frank Jennings - Al's Brother""]"
tt0003668	3	nm0268437	actor	\N	\N
tt0003668	4	nm0296433	actor	\N	\N
tt0003668	5	nm0027209	actress	\N	\N
tt0003668	6	nm0100006	actress	\N	\N
tt0003668	7	nm0265479	actress	\N	"[""Daughter of James Harless""]"
tt0003668	8	nm0633860	actor	\N	\N
tt0003668	9	nm1285218	actor	\N	\N
tt0003668	10	nm1293685	actor	\N	\N
tt0003668	11	nm0281621	director	director	\N
tt0003668	12	nm0421104	writer	"story ""Beating Back"""	\N
tt0003668	13	nm0410470	writer	adaptation	\N
tt0003668	14	nm0281621	writer	scenario	\N
tt0003669	1	nm1090737	actor	\N	"[""báró Káró Félix""]"
tt0003669	2	nm0956428	actor	\N	"[""Wesekövy Napoleon""]"
tt0003669	3	nm0529434	actress	\N	"[""Alice, Wesekövy lánya""]"
tt0003669	4	nm1995771	actress	\N	"[""Nevelõnõ""]"
tt0003669	5	nm0351333	actor	\N	"[""Kalotay, riporter""]"
tt0003669	6	nm8625691	actor	\N	"[""János, inas""]"
tt0003669	7	nm0270485	actor	\N	"[""Ipay alezredes""]"
tt0003669	8	nm0844227	actor	\N	\N
tt0003669	9	nm0466099	director	director	\N
tt0003669	10	nm0956428	director	\N	\N
tt0003670	1	nm0681933	actress	\N	"[""Dolly Lane""]"
tt0003670	2	nm0456804	actor	\N	"[""Steve Hunter""]"
tt0003670	3	nm0792514	actor	\N	"[""Teddy Harrington""]"
tt0003670	4	nm0914003	actress	\N	"[""Mrs. Harrington""]"
tt0003670	5	nm0060238	actor	\N	"[""Joe Canby""]"
tt0003670	6	nm0456804	director	\N	\N
tt0003670	7	nm0562892	writer	play	\N
tt0003670	8	nm0930543	cinematographer	\N	\N
tt0003671	1	nm0806565	actor	\N	"[""Phil - the Father""]"
tt0003671	2	nm0916665	actress	\N	"[""Lois - the Mother""]"
tt0003671	3	nm0432216	actor	\N	\N
tt0003671	4	nm0294090	actress	\N	"[""Child""]"
tt0003671	5	nm0806565	director	\N	\N
tt0003671	6	nm0916665	director	\N	\N
tt0003671	7	nm0916665	writer	\N	\N
tt0003672	1	nm0751139	actress	\N	"[""Geralding Heatherly""]"
tt0003672	2	nm0751139	actress	\N	"[""Beatrice Heatherly""]"
tt0003672	3	nm0330384	actor	\N	"[""Philip Calthorpe""]"
tt0003672	4	nm0939702	actor	\N	"[""Robert St. Omar""]"
tt0003672	5	nm0461524	actor	\N	"[""Renard Duval""]"
tt0003672	6	nm0912859	actress	\N	"[""Marcel Chester""]"
tt0003672	7	nm0829651	actress	\N	"[""Lady Calthorpe""]"
tt0003672	8	nm0456780	actress	\N	"[""Little Beatrice""]"
tt0003672	9	nm0360114	director	\N	\N
tt0003672	10	nm0067584	writer	play	\N
tt0003672	11	nm5054228	writer	scenario	\N
tt0003673	1	nm0652479	actress	\N	"[""Ruth Graham - the Belle of the School""]"
tt0003673	2	nm0550780	actor	\N	"[""Ralph Elting""]"
tt0003673	3	nm0707107	actress	\N	"[""Mrs. Elting""]"
tt0003673	4	nm0268447	actress	\N	"[""Anna Price""]"
tt0003673	5	nm0254076	director	\N	\N
tt0003673	6	nm0518840	writer	\N	\N
tt0003674	1	nm0728230	actress	\N	"[""Nurse""]"
tt0003674	2	nm0104197	actor	\N	"[""Uhlan""]"
tt0003674	3	nm0854771	actress	\N	"[""Child""]"
tt0003674	4	nm0002061	director	\N	\N
tt0003674	5	nm0822627	writer	\N	\N
tt0003675	1	nm0424530	actor	\N	"[""Lord Cecil""]"
tt0003675	2	nm0109800	actress	\N	"[""Betty - Lady Cecil""]"
tt0003675	3	nm0352454	actress	\N	\N
tt0003675	4	nm0593392	actor	\N	\N
tt0003675	5	nm0117008	actress	\N	\N
tt0003675	6	nm0355662	actor	\N	\N
tt0003675	7	nm0352463	actress	\N	\N
tt0003675	8	nm0572310	actor	\N	\N
tt0003675	9	nm0519525	actress	\N	\N
tt0003675	10	nm0072798	actor	\N	\N
tt0003675	11	nm0424530	director	\N	\N
tt0003675	12	nm0355555	writer	writer	\N
tt0003675	13	nm0002615	producer	producer	\N
tt0003676	1	nm0926280	actress	\N	"[""Anna Pavlowa""]"
tt0003676	2	nm0292407	actor	\N	"[""Prince Cyril Rubetskoi""]"
tt0003676	3	nm0349785	director	director	\N
tt0003676	4	nm0349785	writer	story	\N
tt0003677	1	nm0183866	actor	\N	"[""Rev. Mark Stebbing""]"
tt0003677	2	nm0393818	actor	\N	"[""Rev. Lionel Barmore""]"
tt0003677	3	nm0254360	actress	\N	"[""Margaret Wharton""]"
tt0003677	4	nm0110838	actor	\N	"[""Henry Wharton""]"
tt0003677	5	nm0709718	actor	\N	"[""Penrod""]"
tt0003677	6	nm0377855	actor	\N	"[""Clancy""]"
tt0003677	7	nm0389510	actor	\N	"[""Spike""]"
tt0003677	8	nm0861696	actor	\N	"[""Bishop""]"
tt0003677	9	nm0398268	actor	\N	"[""Wharton's Secretary""]"
tt0003677	10	nm0694640	director	\N	\N
tt0003677	11	nm0103597	writer	"novel ""The Better Man"""	\N
tt0003678	1	nm0321088	actress	\N	"[""Sunbeam""]"
tt0003678	2	nm0877548	actor	\N	"[""Sunbeam's Father""]"
tt0003678	3	nm0189684	actress	\N	"[""Sunbeam's Employer""]"
tt0003678	4	nm0654262	actress	\N	\N
tt0003678	5	nm0523229	actor	\N	\N
tt0003678	6	nm1654850	actor	\N	\N
tt0003678	7	nm1655639	actress	\N	\N
tt0003678	8	nm0127511	director	\N	\N
tt0003678	9	nm0127511	writer	\N	\N
tt0003679	1	nm0000122	actor	\N	"[""Masher""]"
tt0003679	2	nm0827509	actor	\N	"[""Rival Masher""]"
tt0003679	3	nm0174682	actor	\N	"[""Policeman""]"
tt0003679	4	nm0634268	actor	\N	"[""Chivalrous Policeman""]"
tt0003679	5	nm3989506	actress	\N	"[""1st Lady in Distress""]"
tt0003679	6	nm9756977	actress	\N	"[""2nd Lady in Distress""]"
tt0003679	7	nm0483845	actress	\N	"[""Policeman's Lady Friend""]"
tt0003679	8	nm0499883	director	\N	\N
tt0003679	9	nm0381902	writer	\N	\N
tt0003679	10	nm0784407	producer	producer	\N
tt0003679	11	nm0930596	cinematographer	\N	\N
tt0003680	1	nm0537556	actor	\N	"[""John Doe - the Billionaire""]"
tt0003680	2	nm0051445	actress	\N	"[""Pansy Good""]"
tt0003680	3	nm0606470	actor	\N	"[""Signor Baptiste""]"
tt0003680	4	nm0806026	actor	\N	"[""Mr. Hotspur Peppercorn""]"
tt0003680	5	nm0479126	actress	\N	"[""Mrs. Hotspur Peppercorn""]"
